path,last_commit,first_line,recommended_action,reason
archive/legacy/docs/reports/DSA110_K_CAL_NEED_ASSESSMENT.md,2025-11-12,# DSA-110 Specific Reasons NOT to Skip K-Calibration,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/QUICK_REFERENCE.md,2025-11-12,# Quick Reference Guide - Implementation Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/QA_VALIDATION_FIXES.md,2025-11-12,# QA Validation Fixes - 2025-11-02,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/qa_integration_complete.md,2025-11-12,# QA Integration Complete - Production Ready,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/cursor-chats/cursor_chat_design_calibration_procedure_251106b.md,2025-11-12,# Identify MS files with VLA calibrator,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PYUVDATA_3.2.4_COMPATIBILITY_SUMMARY.md,2025-11-12,# PyUVData 3.2.4 Compatibility Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PROOF_OF_COMPLETENESS_AND_QUALITY.md,2025-11-12,# Proof of Implementation Completeness and Bandpass Solution Quality,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PROFESSIONAL_REVIEW_MOSAICKING_PIPELINE.md,2025-11-12,# Professional Radio Astronomy Pipeline Review: End-to-End Through Mosaicking,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/cursor-chats/cursor_chat_optimized_refactor_251106a.md,2025-11-12,# Optimize architecture for rigor and usability,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PRIORITY_FEATURES_PROGRESS.md,2025-11-12,# Priority Features - Implementation Progress,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PRIORITY1_PRECONDITION_CHECKS_IMPLEMENTED.md,2025-11-12,# Priority 1 Precondition Checks Implementation Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PRIORITY1_PRECONDITION_CHECKS_IMPLEMENTATION.md,2025-11-12,# Priority 1 Precondition Checks Implementation,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/cursor-chats/cursor_chat_prepare_streaming_251106c.md,2025-11-12,# Review rules and memories in cursor,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PRE_CALIBRATION_PRECONDITION_REVIEW.md,2025-11-12,"# Pre-Calibration Precondition Review - ""Measure Twice, Cut Once""",archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PREBP_PHASE_SOLVE_LOW_SNR_ANALYSIS.md,2025-11-12,# Why Pre-Bandpass Phase Solve Also Shows Low SNR,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/POTENTIAL_CRITICAL_ISSUES_REVIEW.md,2025-11-12,# Potential Critical Issues Review,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/cursor-chats/cursor_chat_setup_dashboard_251106d.md,2025-11-12,# cursor_chat_setup_dashboard_251106d,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PLAN_VIABILITY_ASSESSMENT.md,2025-11-12,# Plan Viability Assessment: Granular 60-Minute Mosaic Generation,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PIPELINE_WORKFLOW_PRECONDITION_REVIEW.md,2025-11-12,"# Pipeline Workflow Review - ""Measure Twice, Cut Once""",archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PIPELINE_TOP_LEVEL_ANALYSIS.md,2025-11-12,# DSA-110 Continuum Imaging Pipeline - Top-Level Project Analysis,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PIPELINE_STATE_ANALYSIS.md,2025-11-12,# DSA-110 Continuum Imaging Pipeline - Current State Analysis,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PIPELINE_REVIEW_MEASURE_TWICE.md,2025-11-12,"# End-to-End Pipeline Review: ""Measure Twice, Cut Once"" Analysis",archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PIPELINE_ENHANCEMENT_SUMMARY.md,2025-11-12,# Pipeline Enhancement Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CALIBRATION_RUN_SUMMARY.md,2025-11-12,# Calibration Run Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CALIBRATION_REVIEW_PERPLEXITY.md,2025-11-12,# Calibration Workflow Review: Perplexity Analysis,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CALIBRATION_RERUN_OPTIMIZATION.md,2025-11-12,# Calibration Re-run Optimization Guide,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CALIBRATION_PERFORMANCE_ISSUE_2025-11-03.md,2025-11-12,# Calibration Performance Issue: K-Calibration Taking >15 Minutes,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CALIBRATION_FEATURES_COMPLETE.md,2025-11-12,# DSA-110 Calibration Features - Complete Implementation,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CALIBRATION_CLI_COMPREHENSIVE_REVIEW.md,2025-11-12,# Calibration CLI Comprehensive Review,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CALIBRATION_APPLICATION_SERVICE_IMPLEMENTATION.md,2025-11-12,# CalibrationApplicationService Implementation Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/MS_PHASING_DURING_CONVERSION.md,2025-11-12,# MS Phasing During Conversion,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/memory.md,2025-11-12,## VP table construction (DSA-110),archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/FT_WORKING_SOLUTION_IMPLEMENTATION.md,2025-11-12,# Making ft() Work Correctly: Implementation Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/dp3_test_results.md,2025-11-12,# DP3 Test Results,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PHOTOMETRY_SESSION_SUMMARY_2025_10_24.md,2025-11-12,# Forced Photometry Normalization: Session Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/casa_wsclean_modeldata_incompatibility.md,2025-11-12,# CASA ft() and WSClean MODEL_DATA Incompatibility,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CALIBRATION_SERVICES_ARCHITECTURE.md,2025-11-12,# Calibration Service Architecture,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/test_artifacts_index.md,2025-11-12,# Test Artifacts Index,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/RADIO_ASTRONOMY_IMPROVEMENTS.md,2025-11-12,# Radio Astronomy Workflow Improvements Needed,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/testing_final_status.md,2025-11-12,# Final Testing Status - Database Populated & All Tests Passing,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/TESTING_COMPLETE_SUMMARY.md,2025-11-12,# Complete Testing Summary - DSA-110 Pipeline Enhancements,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/SUPPRESS_CASA_TABLE_MESSAGES.md,2025-11-12,# How to Suppress CASA Table Open Messages,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/STREAMING_AUTOMATION_AUDIT.md,2025-11-12,# DSA-110 Streaming Pipeline: Automation Audit & Recommendations,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/TEST_FRAMEWORK_BOTTLENECKS.md,2025-11-12,# Test Framework Bottleneck Analysis,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/MODEL_DATA_PHASE_STRUCTURE_FINAL_FIX.md,2025-11-12,# MODEL_DATA Phase Structure - Final Fix,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/METHODS_TO_ARCHIVE_OR_DEPRECATE.md,2025-11-12,# Methods to Archive or Deprecate - Faulty Methods Analysis,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CONTINUOUS_PIPELINE_ROADMAP.md,2025-11-12,# Continuum Pipeline: Toward Continuous Operations,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CONVERSION_FEATURE_COMPLETE.md,2025-11-12,# UVH5 → MS Conversion Feature - Implementation Complete,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CONSEQUENCES_OF_SKIPPING_K_CALIBRATION.md,2025-11-12,# Consequences of Not Performing K-Calibration (Delay Calibration),archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CONVERSION_PROCESS_SUMMARY.md,2025-11-12,# DSA-110 UVH5 → CASA Measurement Set (Current Process),archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/COMPREHENSIVE_PRECONDITION_REVIEW.md,2025-11-12,"# Final Comprehensive Precondition Review - ""Measure Twice, Cut Once""",archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/COMPLETE_PROJECT_REVIEW.md,2025-11-12,"# Complete Project Review: Rules, Memories, and Pipeline Scope",archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CONVERSION_ROBUSTNESS_IMPROVEMENTS.md,2025-11-12,# Conversion Pipeline Robustness Improvements,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/COMBINE_SPW_VALIDATION.md,2025-11-12,# Validation of `--combine-spw` Option,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/COMBINE_SPW_SPWMAP_FIX.md,2025-11-12,# Critical Fix: spwmap Required for combine_spw Bandpass Tables,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CORRECTED_APPROACH_E2E_TESTING.md,2025-11-12,# Corrected Approach: End-to-End Testing Using Actual Pipeline Components,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CODE_ORGANIZATION_AUDIT.md,2025-11-12,# Code Organization Audit - Misorganized Functions,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CLEAR_PATH_TO_BANDPASS_SUCCESS.md,2025-11-12,# Clear Path to Successful Bandpass Solve,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/MS_PHASING_DEFAULT_BEHAVIOR.md,2025-11-12,# MS Phasing Default Behavior,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CRITICAL_K_CALIBRATION_ISSUES.md,2025-11-12,# Critical K-Calibration Issues Discovered - 2025-11-02,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/DETAILED_TESTING_PLAN_0834_TRANSIT.md,2025-11-12,# Detailed Testing Plan: 0834 Transit End-to-End Pipeline Test,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/DOCS_AUDIT.md,2025-11-12,# Documentation Audit (2025-10-23),archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/MS_PHASING_CRITICAL_ISSUE.md,2025-11-12,# Critical MS Phasing Issue Identified,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/DEBUGGING_SESSION_SUMMARY.md,2025-11-12,# Phase Scatter Debugging Session - Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/MOSAIC_WORKFLOW_GENERALIZATION.md,2025-11-12,# Generalization Analysis: Mosaic Workflow Stages,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/dp3_integration_plan.md,2025-11-12,# DP3 Integration Plan: Sky Model Seeding & Calibration Application,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/TEST_RESULTS_COMPREHENSIVE.md,2025-11-12,# Comprehensive Test Results - DSA-110 Pipeline Enhancements,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/MOSAIC_0834_TRANSIT_ANALYSIS.md,2025-11-12,# Creating Hour-Long Mosaic for Most Recent 0834 Transit,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/test_wsclean_outputs_overview.md,2025-11-12,# Overview of Output Files in `/scratch/dsa110-contimg/test_wsclean/`,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/MOSAIC_0834_TESTING_STRATEGY_REVISED.md,2025-11-12,# Corrected Testing Strategy: Use Actual Pipeline Components,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/MOSAIC_0834_TESTING_STRATEGY_ARCHIVE.md,2025-11-12,# Testing Strategy: Successful Mosaic for 0834 Transit,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/TIME_DEPENDENT_PHASE_CENTER_FIX.md,2025-11-12,# Time-Dependent Phase Center Fix,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/MOSAICKING_REVIEW_GAPS.md,2025-11-12,# Mosaicking Implementation Review - Gaps Analysis,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/TOP_3_FEATURES_COMPLETE.md,2025-11-12,# Top 3 Feature Recommendations - ✅ COMPLETE,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/MOSAICKING_REMAINING_WORK.md,2025-11-12,# Remaining Work to Complete Mosaicking Implementation,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/MOSAICKING_ENHANCEMENTS_IMPLEMENTATION.md,2025-11-12,# Mosaicking Enhancements Implementation,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/TOP_3_FEATURES_STATUS.md,2025-11-12,# Top 3 Feature Recommendations - Implementation Status,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/MODEL_DATA_PHASE_STRUCTURE_ROOT_CAUSE.md,2025-11-12,# MODEL_DATA Phase Structure Root Cause Analysis,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/MODEL_DATA_PHASE_STRUCTURE_ISSUE.md,2025-11-12,# MODEL_DATA Phase Structure Issue,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/MODEL_DATA_PHASE_STRUCTURE_INVESTIGATION.md,2025-11-12,# MODEL_DATA Phase Structure Investigation,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/TRANSIT_IDENTIFICATION_EXPLANATION.md,2025-11-12,# How I Identified the 0834 Transit,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/URGENT_FIX_CONTROLPAGE.md,2025-11-12,# URGENT: ControlPage.tsx File Corrupted,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/WHAT_DETERMINES_BASELINE_FLAGGING.md,2025-11-12,"# What Determines if a Baseline is ""Affected"" in Bandpass Calibration?",archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/NEXT_STEPS.md,2025-11-12,# Next Steps - Post-Integration,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/NEXT_STEPS_PRODUCTION.md,2025-11-12,# Next Steps for Production Deployment,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/wsclean_vs_tclean_comparison.md,2025-11-12,# WSClean vs tclean Comparison for DSA-110 Imaging,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/WHY_FT_CAUSES_PHASE_SCATTER.md,2025-11-12,# Why ft() Wrong Phase Center Causes 102° Phase Scatter,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/NO_REPHASE_IMPLEMENTATION_SUMMARY.md,2025-11-12,# No-Rephase Calibration Implementation Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/WHY_FIXVIS_NOT_PHASESHIFT_ONLY.md,2025-11-12,# Why We Use fixvis + phaseshift Instead of phaseshift Only,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/NO_REPHASE_WORKFLOW.md,2025-11-12,# No-Rephase Calibration Workflow,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/NVSS_FT_USAGE_ANALYSIS.md,2025-11-12,# NVSS ft() Usage Analysis: Why We Still Need ft() for Multi-Component Models,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/WHAT_IF_NO_REPHASE.md,2025-11-12,# What If We Don't Rephase? Would That Solve the Problem?,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/WEB_INVESTIGATION_COMPREHENSIVE_FINDINGS.md,2025-11-12,# Comprehensive Web Investigation Findings: setjy/ft() Phase Center Issues,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/UVW_VERIFICATION_REMOVED.md,2025-11-12,# UVW Verification Method Removed,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/UVW_VERIFICATION_MATHEMATICAL_CONFIRMATION.md,2025-11-12,# UVW Verification Mathematical Confirmation,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/UVW_VERIFICATION_ANALYSIS.md,2025-11-12,# UVW Transformation Verification Analysis,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/UVW_MISALIGNMENT_FIX.md,2025-11-12,# Fix: UVW Misalignment Detection and Correction,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/UVW_MEAN_INTERPRETATION_ERROR.md,2025-11-12,# UVW Mean Value Interpretation Error,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/UVW_COORDINATE_HANDLING_REVIEW.md,2025-11-12,# UVW Coordinate Handling Review,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/USER_SAFEGUARDS_PROPOSAL.md,2025-11-12,# User Safeguards Proposal: Preventing First-Time User Mistakes,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CASA_TABLE_OPEN_MESSAGES.md,2025-11-12,# CASA Table Open Messages Explained,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CASA_FUNCTION_BEHAVIOR_100_PERCENT_VERIFIED.md,2025-11-12,# CASA Function Behavior: 100% Verified Understanding,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CASA_DELAY_CALIBRATION_CRASH_ANALYSIS.md,2025-11-12,# CASA Delay Calibration Crash Analysis,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CASA_COMPLIANCE_VERIFICATION.md,2025-11-12,"# CASA Compliance Verification: MS Generation, Rephasing, and Calibration",archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CASA_BEST_PRACTICES_REVIEW.md,2025-11-12,# CASA Best Practices Review - DSA-110 Continuum Imaging Pipeline,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CASA_BANDPASS_OUTPUT_RESOLVED.md,2025-11-12,# CASA Bandpass Output - Resolved,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CASA_BANDPASS_OUTPUT_MYSTERY.md,2025-11-12,# CASA Bandpass Output Format Mystery,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CASA_BANDPASS_OUTPUT_EXPLANATION.md,2025-11-12,# CASA Bandpass Output Explanation,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CASA_BANDPASS_OUTPUT_DECODED.md,2025-11-12,# CASA Bandpass Output Format - Decoded,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CASA_100_PERCENT_CONFIDENCE_SUMMARY.md,2025-11-12,# CASA Function Understanding: 100% Confidence Achieved,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CALIBRATOR_MS_SERVICE_IMPLEMENTATION.md,2025-11-12,# Calibrator MS Generator Service - Implementation Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CALIBRATOR_MS_ELEGANCE_IMPROVEMENTS.md,2025-11-12,# Further Elegance Improvements for CalibratorMSGenerator,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CALIBRATOR_IDENTIFICATION_VALIDATION.md,2025-11-12,# Calibrator Identification Techniques Validation,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CALIBRATION_VALIDATION_RESULTS.md,2025-11-12,# Calibration Validation Results,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/CALIBRATION_STAGES_PRECONDITION_REVIEW.md,2025-11-12,"# Calibration Stages Precondition Review - ""Measure Twice, Cut Once""",archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/MEDIUM_PRIORITY_PRECONDITION_CHECKS_IMPLEMENTATION.md,2025-11-12,# Medium Priority Precondition Checks Implementation,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/MEASURE_TWICE_CUT_ONCE_RISK_ANALYSIS.md,2025-11-12,"# ""Measure Twice, Cut Once"" Risk Analysis",archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/MANUAL_MODEL_DATA_VERIFICATION.md,2025-11-12,# Manual MODEL_DATA Calculation Verification,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/MANUAL_CALCULATION_CORRECTNESS_ASSESSMENT.md,2025-11-12,# Manual Calculation Correctness Assessment,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/WORKFLOW.md,2025-11-12,# 1. Ingest and Stage,archive,Legacy material already quarantined in archive/.
archive/legacy/calibration/qa.py.README.md,2025-11-12,# Archived: calibration/qa.py,archive,Legacy material already quarantined in archive/.
archive/legacy/calibration/imaging.py.README.md,2025-11-12,# Archived: calibration/imaging.py,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/docs/antenna_position_swapping_guide.md,2025-11-12,# Antenna Position Swapping Guide,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/docs/ISRA_2017.md,2025-11-12,\section*{A. Richard Thompson James M. Moran George W. Swenson Jr.},archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/docs/REFERENCE_SCRIPTS_COMPARISON.md,2025-11-12,# Comparison: Our Script vs DSA-110 Reference Scripts,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/docs/FORCE_PHASE_EXPLAINED.md,2025-11-12,# Understanding `force_phase` in pyuvdata.write_ms(),archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/test_data/test_files_summary.md,2025-11-12,# Test MS Files Organization Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/test_data/README.md,2025-11-12,# Test Data Directory,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/manual/dsa110_beam_offaxis_diagnostics.md,2025-11-12,## DSA-110 beam: off-axis diagnostics,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/docs/technical/PYUVDATA_PHASE_CENTER_BUG.md,2025-11-12,# PyUVData Phase Center Bug Analysis,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/docs/organization/README.md,2025-11-12,# Organization Documentation,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/docs/organization/directory_structure.md,2025-11-12,# DSA-110 Pipeline - Directory Organization Guide,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/docs/architecture/README.md,2025-11-12,# Architecture Documentation,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/docs/architecture/phase3_features.md,2025-11-12,cd # DSA-110 Pipeline - Phase 3 Advanced Features,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/docs/services/README.md,2025-11-12,# DSA-110 Pipeline Services,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/docs/development/ms_creation/README.md,2025-11-12,# MS Creation Documentation,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/docs/development/ms_creation/issues_and_fixes.md,2025-11-12,# Unified MS Creation - Issues and Fixes,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/K_CAL_VLBI_VS_CONNECTED_ARRAYS.md,2025-11-12,# K-Calibration: VLBI vs Connected-Element Arrays,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/K_CAL_PERFORMANCE_INVESTIGATION.md,2025-11-12,# K-Calibration Performance Investigation,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/K_CALIBRATION_NEED_REASSESSMENT.md,2025-11-12,# K-Calibration Need Reassessment for DSA-110,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/IS_IT_SAFE_TO_SKIP_REPHASE.md,2025-11-12,# Is It Safe to Use --skip-rephase?,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/INTEGRATION_STATUS.md,2025-11-12,# Integration Status - What's Active vs. What Needs Integration,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/INTEGRATION_COMPLETE.md,2025-11-12,# Integration Complete - Performance Tracking and Enhanced Error Context,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/implementation_summary.md,2025-11-12,# Control Panel Implementation Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/IMPLEMENTATION_SUMMARY.md,2025-11-12,# Comprehensive Implementation Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/IMPLEMENTATION_REVIEW_PRIORITY1.md,2025-11-12,# Implementation Review: Priority 1 Calibration Precondition Checks,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/IMPLEMENTATION_PROOF_STATUS.md,2025-11-12,# Implementation Completeness and Quality Proof - Status Report,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/IMPLEMENTATION_COMPLETENESS_FIX.md,2025-11-12,# Implementation Completeness Fix,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/HOW_TO_REPHASE_TO_MERIDIAN.md,2025-11-12,# How to Rephase MS Back to Meridian,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/HOW_TO_PROVE_COMPLETENESS_AND_QUALITY.md,2025-11-12,# How to Prove Implementation Completeness and Bandpass Quality,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/HOW_TO_GET_ALL_BANDPASS_OUTPUT.md,2025-11-12,# How to Get All Bandpass Channel Output,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/HOW_MANUAL_CALCULATION_INTRODUCES_SKYMODEL.md,2025-11-12,# How Manual Calculation Introduces the Calibrator Skymodel,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/FUTURE_IMPROVEMENTS_STATUS.md,2025-11-12,# Future Improvements Implementation Status,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/FUTURE_IMPROVEMENTS_IF_TIME_PERMITTED.md,2025-11-12,# Future Improvements (If Time Wasn't a Constraint),archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PHOTOMETRY_IMPLEMENTATION_SUMMARY_2025_10_24.md,2025-11-12,# Forced Photometry Normalization: Implementation Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PHASING_OPERATIONS_REVIEW.md,2025-11-12,# Phasing Operations Review - DSA-110 Continuum Imaging Pipeline,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PHASING_FIX_VERIFICATION.md,2025-11-12,# MS Phasing Fix Verification,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PHASE_WRAPPING_VERIFICATION.md,2025-11-12,# Phase Wrapping Verification in ft() Test,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PHASE_SCATTER_ROOT_CAUSE_ANALYSIS.md,2025-11-12,# Phase Scatter Root Cause Analysis,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PHASE_SCATTER_INVESTIGATION_RESULTS.md,2025-11-12,# Investigation Results: 100.1° Phase Scatter in Bandpass Calibration,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PHASE_SCATTER_INVESTIGATION_PLAN.md,2025-11-12,# Investigation Plan: 100.1° Phase Scatter in Bandpass Calibration,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PHASE_SCATTER_FINAL_SOLUTION.md,2025-11-12,# Most Efficient Path to Fix 100.1° Phase Scatter - FINAL SOLUTION,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PHASE_SCATTER_FINAL_DIAGNOSIS.md,2025-11-12,# Phase Scatter Final Diagnosis,archive,Legacy material already quarantined in archive/.
